,T_Const,primaryTitle,movieId,tsne_score
1844,139134,Cruel Intentions,3831,77.798294
1845,115678,Big Night,2580,77.83965
1846,285742,Monster's Ball,6541,78.00826
1847,113627,Leaving Las Vegas,2403,78.02097
1848,112579,The Bridges of Madison County,2289,78.03402
1849,159097,The Virgin Suicides,4015,78.057495
1850,107943,The Remains of the Day,1907,78.080315
1851,124315,The Cider House Rules,3638,78.10974
1852,297884,Far from Heaven,6793,78.12544
1853,309987,The Dreamers,7046,78.12648
1854,114388,Sense and Sensibility,2463,78.14547
1855,241303,Chocolat,5294,78.20196
1856,281358,A Walk to Remember,6534,78.31101
1857,274558,The Hours,6297,78.3168
1858,376541,Closer,37733,78.34879
1859,397535,Memoirs of a Geisha,45431,78.35066
1860,118694,In the Mood for Love,2987,78.60703
1861,95765,Cinema Paradiso,1224,78.68089
1862,112471,Before Sunrise,2253,78.68894
1863,414387,Pride & Prejudice,47997,78.75121
1864,381681,Before Sunset,40583,78.793625
1865,388795,Brokeback Mountain,44199,78.797935
1866,1343092,The Great Gatsby,94864,79.01851
1867,332280,The Notebook,8376,79.031044
1868,1659337,The Perks of Being a Wallflower,106918,79.04436
1869,119217,Good Will Hunting,3100,79.24393
1870,120338,Titanic,3263,79.27892
1871,109830,Forrest Gump,2020,79.336006
1872,111742,Wolf,2174,79.594475
1873,109836,Mary Shelley's Frankenstein,2023,79.595375
1874,338013,Eternal Sunshine of the Spotless Mind,8784,79.911545
1875,1798709,Her,111364,79.91162
1876,104291,Forever Young,1562,79.919266
1877,107822,The Piano,1895,80.475876
1878,92890,Dirty Dancing,1101,80.47728
1879,87277,Footloose,836,80.478714
1880,206275,Save the Last Dance,4881,80.479385
1881,85549,Flashdance,743,80.47956
1882,106471,Boxing Helena,1711,81.43385
1883,111495,Three Colors: Red,2146,81.43585
1884,783233,Atonement,63082,81.43826
1885,287467,Talk to Her,6593,81.4383
1886,387131,The Constant Gardener,43928,81.44205
1887,307479,Solaris,6957,81.44271
1888,414993,The Fountain,48043,81.4445
1889,93191,Wings of Desire,1129,82.92527
1890,1099212,Twilight,84152,82.92541
1891,421715,The Curious Case of Benjamin Button,48877,82.92565
1892,99487,Edward Scissorhands,1301,82.926445
1893,99653,Ghost,1303,82.93578
1894,117333,Phenomenon,2803,82.93617
1895,120632,City of Angels,3328,82.94161
1896,120889,What Dreams May Come,3526,82.94208
1897,119643,Meet Joe Black,3168,82.94238
1898,259711,Vanilla Sky,5881,83.71812
1899,57413,The Pink Panther,227,85.17956
1900,239948,Saving Silverman,5266,85.18022
1901,95593,Married to the Mob,1219,85.18057
1902,138524,Intolerable Cruelty,3825,85.181496
1903,130121,Mickey Blue Eyes,3704,85.181786
1904,1279935,Date Night,91535,85.18189
1905,109758,Exit to Eden,2013,85.18471
1906,207201,What Women Want,4887,86.94253
1907,35423,Kate & Leopold,36,86.94431
1908,113819,Mighty Aphrodite,2407,86.94514
1909,140379,A Midsummer Night's Dream,3882,86.94834
1910,337563,13 Going on 30,8665,86.94877
1911,1605783,Midnight in Paris,104879,86.94882
1912,89853,The Purple Rose of Cairo,969,86.9509
1913,88161,Splash,908,86.95174
1914,77663,Heaven Can Wait,481,86.95358
1915,374536,Bewitched,36529,86.95594
1916,88172,Starman,910,88.364586
1917,57372,The Nutty Professor,225,88.62593
1918,89886,Real Genius,994,88.626526
1919,90305,Weird Science,1015,88.62656
1920,117108,Multiplicity,2794,88.6313
1921,117218,The Nutty Professor,2797,88.63149
1922,110216,Junior,2067,88.63635
1923,144528,Nutty Professor II: The Klumps,3967,88.64072
1924,90685,Back to School,1027,89.570496
1925,204946,Bring It On,4876,89.57084
1926,94812,Bull Durham,1207,89.57176
1927,91306,Jumpin' Jack Flash,1060,90.234886
1928,120596,The Bachelor,3285,90.403915
1929,113986,Nine Months,2420,90.50094
1930,209475,The Wedding Planner,4958,90.50964
1931,110516,Milk Money,2088,90.5187
1932,163187,Runaway Bride,4036,90.63308
1933,243736,40 Days and 40 Nights,5388,90.67405
1934,205000,Deuce Bigalow: Male Gigolo,4878,90.69403
1935,265029,America's Sweethearts,5944,90.724556
1936,280590,Mr. Deeds,6482,90.87628
1937,160862,She's All That,4020,90.903336
1938,762107,I Now Pronounce You Chuck & Larry,61132,91.05777
1939,871426,Baby Mama,69122,91.05829
1940,343135,Along Came Polly,8907,91.11951
1941,372532,The Wedding Date,34405,91.15212
1942,313737,Two Weeks Notice,7156,91.22544
1943,988595,27 Dresses,76093,91.272865
1944,1596350,This Means War,104241,91.303154
1945,256415,Sweet Home Alabama,5693,91.37382
1946,1411238,No Strings Attached,97921,91.44471
1947,283111,Van Wilder,6537,91.53426
1948,290002,Meet the Fockers,6662,91.61201
1949,1142988,The Ugly Truth,86833,91.61285
1950,1007028,Zack and Miri Make a Porno,78469,91.677895
1951,251127,How to Lose a Guy in 10 Days,5617,91.72043
1952,250494,Legally Blonde,5574,91.794586
1953,1632708,Friends with Benefits,105504,91.81733
1954,1588173,Warm Bodies,104211,91.86523
1955,1478338,Bridesmaids,102125,91.95604
1956,386588,Hitch,42738,91.959755
1957,1068680,Yes Man,81847,92.05562
1958,1155056,"I Love You, Man",86880,92.10228
1959,478311,Knocked Up,58559,92.15242
1960,457939,The Holiday,55282,92.16581
1961,396269,Wedding Crashers,45081,92.29152
1962,405422,The 40-Year-Old Virgin,46530,92.36201
1963,117979,The Truth About Cats & Dogs,2921,92.48732
1964,119360,In & Out,3114,92.5197
1965,110099,I.Q.,2058,92.53069
1966,127723,Can't Hardly Wait,3686,92.54677
1967,240890,Serendipity,5291,92.56438
1968,212338,Meet the Parents,4974,92.66572
1969,113097,Forget Paris,2359,92.80326
1970,108174,So I Married an Axe Murderer,1952,92.84251
1971,113228,Grumpier Old Men,2376,92.882286
1972,129387,There's Something About Mary,3702,92.93042
1973,126886,Election,3681,93.07751
1974,112697,Clueless,2311,93.090706
1975,211915,Amélie,4973,93.1317
1976,106673,Dave,1729,93.13688
1977,113749,Mallrats,2406,93.13742
1978,93886,Roxanne,1189,93.34891
1979,100405,Pretty Woman,1356,93.4171
1980,94898,Coming to America,1210,93.479805
1981,88794,Better Off Dead...,915,93.57112
1982,88128,Sixteen Candles,905,93.57952
1983,75686,Annie Hall,442,93.85844
1984,56923,Charade,216,94.11546
1985,46250,Roman Holiday,105,94.1701
1986,42451,Father of the Bride,62,94.18219
1987,32904,The Philadelphia Story,23,94.2048
1988,25316,It Happened One Night,11,94.21636
1989,45152,Singin' in the Rain,100,94.943596
1990,795421,Mamma Mia!,63859,94.943825
1991,116242,Everyone Says I Love You,2672,94.945465
1992,77631,Grease,477,94.94581
1993,53291,Some Like It Hot,168,95.74551
1994,84865,Victor/Victoria,736,95.750175
1995,120888,The Wedding Singer,3510,95.75102
1996,1981677,Pitch Perfect,115149,95.75131
1997,55277,The Parent Trap,188,97.13696
1998,110366,The Little Rascals,2078,97.14111
1999,247638,The Princess Diaries,5502,97.14124
2000,101862,Father of the Bride,1394,97.14153
2001,113041,Father of the Bride Part II,2353,97.141754
2002,158622,The Flintstones in Viva Rock Vegas,4011,97.14688
2003,21749,City Lights,3,101.53992
2004,27977,Modern Times,14,101.556496
2005,32599,His Girl Friday,22,101.58494
2006,47437,Sabrina,125,101.70416
2007,53604,The Apartment,170,101.76087
2008,54698,Breakfast at Tiffany's,180,101.79711
2009,61722,The Graduate,257,101.89336
2010,67185,Harold and Maude,338,102.03859
2011,79522,Manhattan,515,102.34553
2012,76095,The Goodbye Girl,454,102.426285
2013,84805,Tootsie,724,102.719444
2014,98635,When Harry Met Sally...,1288,102.96143
2015,111797,Eat Drink Man Woman,2193,103.20414
2016,92699,Broadcast News,1100,103.24574
2017,97239,Driving Miss Daisy,1260,103.27269
2018,98258,Say Anything,1282,103.283714
2019,111507,Three Colors: White,2153,103.324974
2020,93565,Moonstruck,1173,103.32866
2021,107616,Much Ado About Nothing,1882,103.62479
2022,91790,Pretty in Pink,1081,103.675514
2023,96463,Working Girl,1243,103.75914
2024,106387,Benny & Joon,1702,103.92818
2025,109831,Four Weddings and a Funeral,2021,104.039154
2026,107050,Grumpy Old Men,1777,104.08583
2027,104040,The Cutting Edge,1527,104.1503
2028,109219,Barcelona,1970,104.19244
2029,117991,Twelfth Night,2926,104.236725
2030,108160,Sleepless in Seattle,1947,104.42003
2031,112346,The American President,2231,104.72016
2032,120631,Ever After: A Cinderella Story,3317,104.756424
2033,112883,Don Juan DeMarco,2338,104.81254
2034,114924,While You Were Sleeping,2539,104.90788
2035,110950,Reality Bites,2118,105.004135
2036,109484,"Corrina, Corrina",2003,105.01202
2037,112585,The Brothers McMullen,2291,105.0992
2038,112966,The Englishman Who Went Up a Hill But Came Down a Mountain,2352,105.10094
2039,113117,French Kiss,2366,105.1034
2040,118798,Bulworth,3004,105.110695
2041,116191,Emma,2657,105.2019
2042,110167,It Could Happen to You,2064,105.36634
2043,117918,Tin Cup,2916,105.53028
2044,113347,How to Make an American Quilt,2387,105.593
2045,114319,Sabrina,2450,105.61401
2046,124298,Blast from the Past,3635,105.61622
2047,234853,The Tao of Steve,5171,105.68686
2048,120777,The Opposite of Sex,3448,105.71432
2049,139699,Varsity Blues,3863,105.791664
2050,94889,Cocktail,1209,105.88564
2051,119738,My Best Friend's Wedding,3178,105.90661
2052,119141,Fools Rush In,3082,105.98563
2053,111201,Sirens,2139,106.01164
2054,108186,Son in Law,1953,106.04108
2055,103859,Boomerang,1499,106.09503
2056,171433,Keeping the Faith,4239,106.09722
2057,120797,Pushing Tin,3471,106.181305
2058,151738,Never Been Kissed,3999,106.22376
2059,252076,Maid in Manhattan,5620,106.51886
2060,317198,Bridget Jones: The Edge of Reason,7247,106.61118
2061,452594,The Break-Up,54881,106.68492
2062,1000774,Sex and the City,77455,106.69625
2063,371246,Spanglish,34072,106.93005
2064,385267,In Good Company,41571,106.96583
2065,259446,My Big Fat Greek Wedding,5878,107.13986
2066,128853,You've Got Mail,3698,107.18049
2067,286499,Bend It Like Beckham,6565,107.19854
2068,337741,Something's Gotta Give,8781,107.34822
2069,274812,Secretary,6323,107.50727
2070,1001508,He's Just Not That Into You,77561,107.56309
2071,243155,Bridget Jones's Diary,5378,107.64016
2072,265208,The Girl Next Door,5952,107.86501
2073,118842,Chasing Amy,3006,108.09104
2074,118789,Buffalo '66,3000,108.15081
2075,265343,Monsoon Wedding,5954,108.218956
2076,1091722,Adventureland,83134,108.322395
2077,276751,About a Boy,6350,108.60674
2078,1041829,The Proposal,80549,108.63628
2079,343660,50 First Dates,8910,108.64315
2080,431308,P.S. I Love You,51255,108.79376
2081,272338,Punch-Drunk Love,6287,108.87116
2082,832266,"Definitely, Maybe",68157,108.90295
2083,116695,Jerry Maguire,2720,108.90522
2084,128445,Rushmore,3697,108.99715
2085,125439,Notting Hill,3646,109.06911
2086,497465,Vicky Cristina Barcelona,60126,109.15846
2087,333766,Garden State,8533,109.22911
2088,147800,10 Things I Hate About You,3994,109.24254
2089,800039,Forgetting Sarah Marshall,63992,109.248856
2090,375063,Sideways,37386,109.26524
2091,301357,Good Bye Lenin!,6879,109.28402
2092,119822,As Good as It Gets,3186,109.336044
2093,1282140,Easy A,91542,109.5722
2094,1193138,Up in the Air,87869,109.821724
2095,362227,The Terminal,30793,109.939285
2096,1306980,50/50,93510,110.02023
2097,314331,Love Actually,7160,110.07229
2098,1655442,The Artist,106916,110.076256
2099,1748122,Moonrise Kingdom,110553,110.14211
2100,1570728,"Crazy, Stupid, Love.",103335,110.15551
2101,1022603,500 Days of Summer,79592,110.21312
2102,1045658,Silver Linings Playbook,80906,110.36516
2103,118799,Life Is Beautiful,3005,110.52531
